date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:20	1611/1611	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-64b%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css	(from https://adminlte.io/themes/AdminLTE/pages/examples/login.html)
12:34:25	1863/1863	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-747%22	https://adminlte.io/themes/AdminLTE/plugins/pace/pace.min.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/pace/pace.min.css	(from https://adminlte.io/themes/AdminLTE/pages/examples/pace.html)
12:34:27	12507/12507	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d552c2b-30db%22	https://adminlte.io/themes/AdminLTE/bower_components/PACE/pace.min.js	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/bower_components/PACE/pace.min.js	(from https://adminlte.io/themes/AdminLTE/pages/examples/pace.html)
12:34:28	14176/14176	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-3760%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:28	15591/15591	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-3ce7%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:28	13773/13773	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-35cd%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:29	21689/21689	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-54b9%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/line/_all.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/line/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:29	1557/1557	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-615%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/polaris/polaris.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/polaris/polaris.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:29	1421/1421	---MCZ	200	added ('OK')	text/css	etag:W/%225d552c2b-58d%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/futurico/futurico.css	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/futurico/futurico.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
12:34:30	1518/1518	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5ee%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.css)
12:34:30	3217/3217	---M--	200	added ('OK')	image/png	etag:%225d552c2b-c91%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.css)
12:34:31	392079/392079	---M--	200	added ('OK')	image/jpeg	etag:%225d552c2b-5fb8f%22	https://adminlte.io/themes/AdminLTE/dist/img/photo3.jpg	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/dist/img/photo3.jpg	(from https://adminlte.io/themes/AdminLTE/pages/examples/profile.html)
12:34:45	1179224/1179224	---M--	200	added ('OK')	image/jpeg	etag:%225d552c2b-11fe58%22	https://adminlte.io/themes/AdminLTE/dist/img/photo4.jpg	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/dist/img/photo4.jpg	(from https://adminlte.io/themes/AdminLTE/pages/examples/profile.html)
12:34:50	2185/2185	---M--	200	added ('OK')	image/png	etag:%225d552c2b-889%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css)
12:34:50	4485/4485	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1185%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css)
12:34:50	1130/1130	---M--	200	added ('OK')	image/png	etag:%225d552c2b-46a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:51	1410/1410	---M--	200	added ('OK')	image/png	etag:%225d552c2b-582%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:52	1143/1143	---M--	200	added ('OK')	image/png	etag:%225d552c2b-477%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:53	1408/1408	---M--	200	added ('OK')	image/png	etag:%225d552c2b-580%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:53	1132/1132	---M--	200	added ('OK')	image/png	etag:%225d552c2b-46c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:54	1410/1410	---M--	200	added ('OK')	image/png	etag:%225d552c2b-582%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:54	1151/1151	---M--	200	added ('OK')	image/png	etag:%225d552c2b-47f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:54	1409/1409	---M--	200	added ('OK')	image/png	etag:%225d552c2b-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:54	1142/1142	---M--	200	added ('OK')	image/png	etag:%225d552c2b-476%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:55	1407/1407	---M--	200	added ('OK')	image/png	etag:%225d552c2b-57f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:56	1139/1139	---M--	200	added ('OK')	image/png	etag:%225d552c2b-473%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:56	1407/1407	---M--	200	added ('OK')	image/png	etag:%225d552c2b-57f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:56	1135/1135	---M--	200	added ('OK')	image/png	etag:%225d552c2b-46f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:57	1406/1406	---M--	200	added ('OK')	image/png	etag:%225d552c2b-57e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:57	1150/1150	---M--	200	added ('OK')	image/png	etag:%225d552c2b-47e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:57	1409/1409	---M--	200	added ('OK')	image/png	etag:%225d552c2b-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:34:58	1132/1132	---M--	200	added ('OK')	image/png	etag:%225d552c2b-46c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:35:01	1409/1409	---M--	200	added ('OK')	image/png	etag:%225d552c2b-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
12:35:01	2175/2175	---M--	200	added ('OK')	image/png	etag:%225d552c2b-87f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/square.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/square.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:02	4478/4478	---M--	200	added ('OK')	image/png	etag:%225d552c2b-117e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/square@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/square@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:02	2190/2190	---M--	200	added ('OK')	image/png	etag:%225d552c2b-88e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/red.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:03	4490/4490	---M--	200	added ('OK')	image/png	etag:%225d552c2b-118a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/red@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/red@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:04	2193/2193	---M--	200	added ('OK')	image/png	etag:%225d552c2b-891%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/green.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/green.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:04	4498/4498	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1192%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/green@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/green@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:04	2167/2167	---M--	200	added ('OK')	image/png	etag:%225d552c2b-877%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:05	4455/4455	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1167%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:05	2186/2186	---M--	200	added ('OK')	image/png	etag:%225d552c2b-88a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:05	4483/4483	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1183%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:06	2181/2181	---M--	200	added ('OK')	image/png	etag:%225d552c2b-885%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:06	4474/4474	---M--	200	added ('OK')	image/png	etag:%225d552c2b-117a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:06	2131/2131	---M--	200	added ('OK')	image/png	etag:%225d552c2b-853%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:07	4385/4385	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1121%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:07	2189/2189	---M--	200	added ('OK')	image/png	etag:%225d552c2b-88d%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:14	4479/4479	---M--	200	added ('OK')	image/png	etag:%225d552c2b-117f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:15	2188/2188	---M--	200	added ('OK')	image/png	etag:%225d552c2b-88c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:18	4501/4501	---M--	200	added ('OK')	image/png	etag:%225d552c2b-1195%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
12:35:18	1515/1515	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5eb%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:19	3217/3217	---M--	200	added ('OK')	image/png	etag:%225d552c2b-c91%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:19	1516/1516	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5ec%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:19	3276/3276	---M--	200	added ('OK')	image/png	etag:%225d552c2b-ccc%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:19	1444/1444	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5a4%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/green.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/green.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:27	3117/3117	---M--	200	added ('OK')	image/png	etag:%225d552c2b-c2d%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/green@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/green@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:27	1520/1520	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5f0%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/aero.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/aero.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:27	3218/3218	---M--	200	added ('OK')	image/png	etag:%225d552c2b-c92%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/aero@2x.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/aero@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
12:35:28	1516/1516	---M--	200	added ('OK')	image/png	etag:%225d552c2b-5ec%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/grey.png	C:/Users/root/Desktop/temp2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/grey.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
